,data_product_id,content_comment,lower_comment,decoded_comment,translated_comment
1427,66026,Rất hài lòng với kem dưỡng này mình đã xài 4 tuýb,rất hài lòng với kem dưỡng này mình đã xài 4 tuýb,rất hài lòng với kem dưỡng này mình đã xài 4 tuýb,Very satisfied with this cream. I have used 4 tubes
1428,66026,"Cấp ẩm rất tốt. Da mình là hỗn hợp thiên dầu, sử dụng thấy rất ổn, tối dùng sáng dậy ko bị đổ dầu nhiều. Đáng đồng tiền lắm nhé!","cấp ẩm rất tốt. da mình là hỗn hợp thiên dầu, sử dụng thấy rất ổn, tối dùng sáng dậy ko bị đổ dầu nhiều. đáng đồng tiền lắm nhé!","cấp ẩm rất tốt. da mình là hỗn hợp thiên dầu, sử dụng thấy rất ổn, tối dùng sáng dậy không bị đổ dầu nhiều. đáng đồng tiền lắm nhé!","Moisturizes very well. My skin is combination oily, I find it very good to use, use it at night and wake up in the morning without much oil. worth the money!"
1429,66026,Dùng e này thích mê vì làm dịu da và mịn da rất tốt . Mng nên mua nha,dùng e này thích mê vì làm dịu da và mịn da rất tốt . mng nên mua nha,dùng e này thích mê vì làm dịu da và mịn da rất tốt . mọi người nên mua nha,I love using this product because it soothes and smooths the skin very well. everyone should buy it
1430,66026,sau khi xài hết mới thấy Klairs rất ok và làm mềm da. Rất thích,sau khi xài hết mới thấy klairs rất ok và làm mềm da. rất thích,sau khi xài hết mới thấy klairs rất ok và làm mềm da. rất thích,"After using it all, I found Klairs to be very good and softened my skin. like so much"
1431,66026,Mình mới nhận được kem dưỡng hồi trưa lần đầu tiên sử dụng mình test sản phẩm ra tay thì thấy rất thích mình đọc bảng thành phần thì thấy rất an toàn nên rất yên tâm,mình mới nhận được kem dưỡng hồi trưa lần đầu tiên sử dụng mình test sản phẩm ra tay thì thấy rất thích mình đọc bảng thành phần thì thấy rất an toàn nên rất yên tâm,mình mới nhận được kem dưỡng hồi trưa lần đầu tiên sử dụng mình test sản phẩm ra tay thì thấy rất thích mình đọc bảng thành phần thì thấy rất an toàn nên rất yên tâm,"I just received the lotion at noon. The first time I used it, I tested the product and I really liked it. I read the ingredient list and found it to be very safe, so I felt secure."
1432,66026,Mình rất hài lòng về klairs luôn. Da mình khô xài vẫn tốt!,mình rất hài lòng về klairs luôn. da mình khô xài vẫn tốt!,mình rất hài lòng về klairs luôn. da mình khô xài vẫn tốt!,"I'm very satisfied with Klairs. Even if my skin is dry, it's still good!"
1433,66026,"Sản phẩm mịn da, làm dịu vết đỏ nhanh chóng, kiểm soát nhờn cực tốt. Công dụng giữ ẩm không phải chủ yếu nên ko đủ ẩm, chỉ phù hợp da dầu. Mình ưng hàng Klairs cực.","sản phẩm mịn da, làm dịu vết đỏ nhanh chóng, kiểm soát nhờn cực tốt. công dụng giữ ẩm không phải chủ yếu nên ko đủ ẩm, chỉ phù hợp da dầu. mình ưng hàng klairs cực.","sản phẩm mịn da, làm dịu vết đỏ nhanh chóng, kiểm soát nhờn cực tốt. công dụng giữ ẩm không phải chủ yếu nên không đủ ẩm, chỉ phù hợp da dầu. mình ưng hàng klairs cực.","The product smooths the skin, soothes redness quickly, and controls oil extremely well. The moisturizing effect is not the main one so it is not moist enough, only suitable for oily skin. I really like Klairs products."
1434,66026,"Đầu tiên mua thử hủ 30ml xài, thấy êm cực kỳ nên quất luôn tuýp 60ml xài cho đã =]]]]","đầu tiên mua thử hủ 30ml xài, thấy êm cực kỳ nên quất luôn tuýp 60ml xài cho đã =]]]]","đầu tiên mua thử hủ 30ml xài, thấy êm cực kỳ nên quất luôn tuýp 60ml xài cho đã =]]]]","First I bought a 30ml bottle to try, it felt extremely smooth so I bought the 60ml tube to try =]]]]"
1435,66026,"Kem không cồn, silicone, phù hợp cho da nhạy cảm. Chất kem đặc, thoa lên da mịn, để lại lớp màng hơi dầu và bóng mặt. Làm dịu da tốt, da có mụn sưng xài kem này kết hợp serum B5 là hôm sau xẹp mụn liền","kem không cồn, silicone, phù hợp cho da nhạy cảm. chất kem đặc, thoa lên da mịn, để lại lớp màng hơi dầu và bóng mặt. làm dịu da tốt, da có mụn sưng xài kem này kết hợp serum b5 là hôm sau xẹp mụn liền","kem không cồn, silicone, phù hợp cho da nhạy cảm. chất kem đặc, thoa lên da mịn, để lại lớp màng hơi dầu và bóng mặt. làm dịu da tốt, da có mụn sưng xài kem này kết hợp serum b5 là hôm sau xẹp mụn liền","Alcohol-free, silicone cream, suitable for sensitive skin. Thick cream, applied to smooth skin, leaving a slightly oily and shiny film. Soothes the skin well. If you have acne or swelling, use this cream in combination with serum B5 and the next day the acne will go away immediately"
1436,66026,"Em sài tới tuýp thứ ba rồi, phục hồi, dưỡng ẩm siêu đỉnh. Tối nằm phòng máy lạnh hong lo da khô đâu","em sài tới tuýp thứ ba rồi, phục hồi, dưỡng ẩm siêu đỉnh. tối nằm phòng máy lạnh hong lo da khô đâu","em xài tới tuýp thứ ba rồi, phục hồi, dưỡng ẩm siêu đỉnh. tối nằm phòng máy lạnh hong lo da khô đâu","I'm on my third tube, it's super restorative and moisturizing. Lie in an air-conditioned room at night without worrying about dry skin"
1437,66026,"Dùng đã được 1 tháng, thấy da đổ dầu ít hơn hẳn sau khi thoa kem,mấy mụn li ti ở trán xẹp hẳn,sáng dậy nha còn mềm mềm mịn màng nữa í.Các bác nên thử nhá. Sẽ sử dụng dài dài ạ.","dùng đã được 1 tháng, thấy da đổ dầu ít hơn hẳn sau khi thoa kem,mấy mụn li ti ở trán xẹp hẳn,sáng dậy nha còn mềm mềm mịn màng nữa í.các bác nên thử nhá. sẽ sử dụng dài dài ạ.","dùng đã được 1 tháng, thấy da đổ dầu ít hơn hẳn sau khi thoa kem,mấy mụn li ti ở trán xẹp hẳn,sáng dậy nha còn mềm mềm mịn màng nữa í.các bác nên thử nhá. sẽ sử dụng dài dài ạ.","I've been using it for 1 month. I see that my skin is much less oily after applying the cream. The tiny pimples on my forehead have completely collapsed. When I wake up in the morning, my skin is still soft and smooth. You should try it. Will use it for a long time."
1438,66026,"Sau 2 tuần sử dụng thấy thích thấm nhanh, cấp ẩm tốt, đúng chất kem dưỡng mình thích. Phù hợp với da nhậy cảm! Hết sẽ mua tiếp","sau 2 tuần sử dụng thấy thích thấm nhanh, cấp ẩm tốt, đúng chất kem dưỡng mình thích. phù hợp với da nhậy cảm! hết sẽ mua tiếp","sau 2 tuần sử dụng thấy thích thấm nhanh, cấp ẩm tốt, đúng chất kem dưỡng mình thích. phù hợp với da nhậy cảm! hết sẽ mua tiếp","After 2 weeks of use, I feel like it absorbs quickly, moisturizes well, and is exactly the type of moisturizer I like. suitable for sensitive skin! All will buy again"
1439,66026,da dầu xài ổn. dịu nhẹ và phục hồi da khỏe lại là chủ yếu,da dầu xài ổn. dịu nhẹ và phục hồi da khỏe lại là chủ yếu,da dầu xài ổn. dịu nhẹ và phục hồi da khỏe lại là chủ yếu,Oily skin is fine. Gentle and mainly restores healthy skin
1440,66026,"tốt lắm luôn nha, dưỡng ẩm 1 phần, chủ yếu là phục hồi da và làm dịu khi xài tẩy da hoá học, bị khô, tróc vảy Sáng dậy thấy da ít dầu, khô ráo là ưa luôn","tốt lắm luôn nha, dưỡng ẩm 1 phần, chủ yếu là phục hồi da và làm dịu khi xài tẩy da hoá học, bị khô, tróc vảy sáng dậy thấy da ít dầu, khô ráo là ưa luôn","tốt lắm luôn nha, dưỡng ẩm 1 phần, chủ yếu là phục hồi da và làm dịu khi xài tẩy da hoá học, bị khô, tróc vảy sáng dậy thấy da ít dầu, khô ráo là ưa luôn","Very good, partly moisturizing, mainly restores the skin and soothes when using chemical peels. If I have dry, flaky skin, when I wake up in the morning, my skin will be less oily and dry, which is good."
1441,66026,sản phẩm tốt giao hàng nhanh,sản phẩm tốt giao hàng nhanh,sản phẩm tốt giao hàng nhanh,good product fast delivery
1442,66026,Kem thấm nhanh phục hồi da rất tốt,kem thấm nhanh phục hồi da rất tốt,kem thấm nhanh phục hồi da rất tốt,The cream absorbs quickly and restores the skin very well
1443,66026,"sản phẩm tốt, da mình nhiều mẩn đỏ và mụn li ti, xài 3 ngày là hết, khi thoa lên rất dễ chịu. Rất đáng mua","sản phẩm tốt, da mình nhiều mẩn đỏ và mụn li ti, xài 3 ngày là hết, khi thoa lên rất dễ chịu. rất đáng mua","sản phẩm tốt, da mình nhiều mẩn đỏ và mụn li ti, xài 3 ngày là hết, khi thoa lên rất dễ chịu. rất đáng mua","Good product, my skin has a lot of redness and tiny pimples, after 3 days it went away, when applied it is very comfortable. very worth buying"
1444,66026,Kem dưỡng xài mát và thấm tốt lắm ạ. Mình xài hơn 1 tháng hủ 30gram. Cbi order tuýp 60gram xài cho tiết kiệm,kem dưỡng xài mát và thấm tốt lắm ạ. mình xài hơn 1 tháng hủ 30gram. cbi order tuýp 60gram xài cho tiết kiệm,kem dưỡng xài mát và thấm tốt lắm ạ. mình xài hơn 1 tháng hủ 30gram. cbi order tuýp 60gram xài cho tiết kiệm,The cream is cool and absorbs very well. I used the 30gram jar for more than a month. cbi order 60gram tube to save money
1445,66026,Phục hồi ổn,phục hồi ổn,phục hồi ổn,okay recovery
1446,66026,"tuýt 60ml mà giá hơn có 300k rất đáng tiền, chất lượng sản phẩm thì miễn bàn ko bị kích ứng làm dịu da cấp ẩm rất tốt luôn, giao hàng siêu nhanh luôn","tuýt 60ml mà giá hơn có 300k rất đáng tiền, chất lượng sản phẩm thì miễn bàn ko bị kích ứng làm dịu da cấp ẩm rất tốt luôn, giao hàng siêu nhanh luôn","tuýt 60ml mà giá hơn có 300k rất đáng tiền, chất lượng sản phẩm thì miễn bàn không bị kích ứng làm dịu da cấp ẩm rất tốt luôn, giao hàng siêu nhanh luôn","The 60ml tube costs more than 300k, so worth the money. The quality of the product is excellent and does not cause irritation. It soothes and moisturizes the skin very well. Super fast delivery."
1447,66026,Hôm rồi mình mua 308k. Lần đầu mua mà Sài êm lắm rất thích. Sẽ mua tiếp khi dùng hết nè,hôm rồi mình mua 308k. lần đầu mua mà sài êm lắm rất thích. sẽ mua tiếp khi dùng hết nè,hôm rồi mình mua 308k. lần đầu mua mà xài êm lắm rất thích. sẽ mua tiếp khi dùng hết nè,"Yesterday I bought 308k. First time buying and using it, I really like it. Will buy again when I run out"
1448,66026,"Mình mới mua tuýp 60ml chỉ 327k rất rẻ, mình chưa dùng nên không đánh giá được sản phẩm, nhưng thấy anh shipper của Hasaki cực kì dễ thương. Lúc đưa hàng ảnh còn xịt thuốc vô bao hàng của mình nữa, không biết là các shipper của hasaki đều được cung cấp như vậy hay riêng mỗi anh shipper này tự chuẩn bị thôi, dù việc nhỏ nhưng vẫn tinh tế lắm ạ","mình mới mua tuýp 60ml chỉ 327k rất rẻ, mình chưa dùng nên không đánh giá được sản phẩm, nhưng thấy anh shipper của hasaki cực kì dễ thương. lúc đưa hàng ảnh còn xịt thuốc vô bao hàng của mình nữa, không biết là các shipper của hasaki đều được cung cấp như vậy hay riêng mỗi anh shipper này tự chuẩn bị thôi, dù việc nhỏ nhưng vẫn tinh tế lắm ạ","mình mới mua tuýp 60ml chỉ 327k rất rẻ, mình chưa dùng nên không đánh giá được sản phẩm, nhưng thấy anh shipper của hasaki cực kì dễ thương. lúc đưa hàng ảnh còn xịt thuốc vô bao hàng của mình nữa, không biết là các shipper của hasaki đều được cung cấp như vậy hay riêng mỗi anh shipper này tự chuẩn bị thôi, dù việc nhỏ nhưng vẫn tinh tế lắm ạ","I just bought a 60ml tube for only 327k, very cheap. I haven't used it yet so I can't rate the product, but I think hasaki's delivery guy is extremely cute. When he delivered the goods, he even sprayed his own packaging. I don't know if all Hasaki shippers are provided with this or just this shipper prepared it himself. Even though it's a small thing, it's still very delicate."
1449,66026,"mua lúc đang sale giá còn 313k, tìm mãi mới có e kem dưỡng hợp, nhẹ mặt cực kì, nhưng vào mùa lạnh hay những bạn da kho quá nên dùng thêm kem dưỡng ẩm khác nứaex dưỡng ẩm tốt hơn","mua lúc đang sale giá còn 313k, tìm mãi mới có e kem dưỡng hợp, nhẹ mặt cực kì, nhưng vào mùa lạnh hay những bạn da kho quá nên dùng thêm kem dưỡng ẩm khác nứaex dưỡng ẩm tốt hơn","mua lúc đang sale giá còn 313k, tìm mãi mới có e kem dưỡng hợp, nhẹ mặt cực kì, nhưng vào mùa lạnh hay những bạn da kho quá nên dùng thêm kem dưỡng ẩm khác nứaex dưỡng ẩm tốt hơn","Bought it while on sale, price is only 313k, I've been searching forever for a suitable moisturizer, extremely light on my face, but in the cold season or those with very dry skin, you should use another moisturizer that moisturizes better."
1450,66026,cảm ơn hasaki đã giúp đỡ cho người dân được tiếp cận với hàng chính hãng .chúc shop buôn may bán đắt.se ủng hộ lâu dài,cảm ơn hasaki đã giúp đỡ cho người dân được tiếp cận với hàng chính hãng .chúc shop buôn may bán đắt.se ủng hộ lâu dài,cảm ơn hasaki đã giúp đỡ cho người dân được tiếp cận với hàng chính hãng .chúc shop buôn may bán đắt.se ủng hộ lâu dài,Thank you Hasaki for helping people have access to genuine products. Wishing the shop good sales. Will support you for a long time.
1451,66026,"Kem màu đẹp lắm, cũng không có mùi gì. Apply lên mặt cảm giác mát mát, thích cực. Xài 1 thời gian nữa để xem thế nào","kem màu đẹp lắm, cũng không có mùi gì. apply lên mặt cảm giác mát mát, thích cực. xài 1 thời gian nữa để xem thế nào","kem màu đẹp lắm, cũng không có mùi gì. apply lên mặt cảm giác mát mát, thích cực. xài 1 thời gian nữa để xem thế nào",The color of the cream is very nice and there is no smell. Apply on face and feel cool and wonderful. Use it for a while to see how it goes
1452,66026,"Mua thử 30ml mà thích quá nên update lên 60ml. Sản phẩm dùng cực hợp với bha, làm dịu da hiệu quả và thấm nhanh mà ko có cảm giác bí da. Dưỡng ẩm tốt cho da dầu luôn . Nói chung là ưng","mua thử 30ml mà thích quá nên update lên 60ml. sản phẩm dùng cực hợp với bha, làm dịu da hiệu quả và thấm nhanh mà ko có cảm giác bí da. dưỡng ẩm tốt cho da dầu luôn . nói chung là ưng","mua thử 30ml mà thích quá nên update lên 60ml. sản phẩm dùng cực hợp với bha, làm dịu da hiệu quả và thấm nhanh mà không có cảm giác bí da. dưỡng ẩm tốt cho da dầu luôn . nói chung là ưng","Bought 30ml to try and liked it so much I upgraded to 60ml. The product works extremely well with bha, soothes the skin effectively and absorbs quickly without a feeling of tightness on the skin. Good moisturizer for oily skin. generally satisfied"
1453,66026,sử dụng raats hiệu quả sp rất tốt luon,sử dụng raats hiệu quả sp rất tốt luon,sử dụng raats hiệu quả sản phẩm rất tốt luon,Use raats very effective product
1454,66026,Mua ở hasaki tuýp thứ 3 chuyển qua loại 60ml xài cho tiết kiệm và dễ sử dụng. Chất kem đặc nhưng dễ thấm. Kết hợp với serum da mềm hẳn luôn í.,mua ở hasaki tuýp thứ 3 chuyển qua loại 60ml xài cho tiết kiệm và dễ sử dụng. chất kem đặc nhưng dễ thấm. kết hợp với serum da mềm hẳn luôn í.,mua ở hasaki tuýp thứ 3 chuyển qua loại 60ml xài cho tiết kiệm và dễ sử dụng. chất kem đặc nhưng dễ thấm. kết hợp với serum da mềm hẳn luôn í.,"Bought the 3rd tube at Hasaki, switched to the 60ml one for economy and ease of use. The cream is thick but easily absorbed. Combined with serum, skin is completely soft."
1455,66026,"Mình sử dụng kem dưỡng ẩm Klairs này và toner cùng hãng thì da bớt dầu hẳn, nhất là vùng mũi. Mình có xài BHA từ trước nhưng kết hợp kem dưỡng khác, đổi qua kết hợp với Klairs thì rất ổn.","mình sử dụng kem dưỡng ẩm klairs này và toner cùng hãng thì da bớt dầu hẳn, nhất là vùng mũi. mình có xài bha từ trước nhưng kết hợp kem dưỡng khác, đổi qua kết hợp với klairs thì rất ổn.","mình sử dụng kem dưỡng ẩm klairs này và toner cùng hãng thì da bớt dầu hẳn, nhất là vùng mũi. mình có xài bha từ trước nhưng kết hợp kem dưỡng khác, đổi qua kết hợp với klairs thì rất ổn.","When I use this Klairs moisturizer and toner from the same brand, my skin becomes less oily, especially the nose area. I have used bha before but combined with other creams, switching to combining with klairs is very good."
1456,66026,Minh thuộc da hhtd .Lúc bôi có cam giac bết dính nhưng sáng dậy dậy mat hông đổ dầu . Rửa mặt cảm thấy rất mịn da.,minh thuộc da hhtd .lúc bôi có cam giac bết dính nhưng sáng dậy dậy mat hông đổ dầu . rửa mặt cảm thấy rất mịn da.,minh thuộc da hỗn hợp thiên dầu .lúc bôi có cam giac bết dính nhưng sáng dậy dậy mat hông đổ dầu . rửa mặt cảm thấy rất mịn da.,"I have oily combination skin. When I apply it, it feels sticky but when I wake up in the morning, my skin is not oily. Washing my face makes my skin feel very smooth."
1457,66026,"Chất kem hơi đặc, thấm khá lâu trên nền da hhtd của mình. K hiểu sao sáng dậy mình bị đổ dầu khá nhiều (chắc do kem hơi bí), nhưng được cái sd kem này vài hôm thấy mụn ẩn lặn kha khá. Ncl cx ổn","chất kem hơi đặc, thấm khá lâu trên nền da hhtd của mình. k hiểu sao sáng dậy mình bị đổ dầu khá nhiều (chắc do kem hơi bí), nhưng được cái sd kem này vài hôm thấy mụn ẩn lặn kha khá. ncl cx ổn","chất kem hơi đặc, thấm khá lâu trên nền da hỗn hợp thiên dầu của mình. không hiểu sao sáng dậy mình bị đổ dầu khá nhiều (chắc do kem hơi bí), nhưng được cái sử dụng kem này vài hôm thấy mụn ẩn lặn kha khá. nói chung là cũng ổn","The cream is a bit thick and absorbs for a long time on my oily combination skin. I don't know why when I wake up in the morning I have a lot of oil (probably because the cream is a bit clogged), but after using this cream for a few days, my hidden acne has gone down quite a bit. Overall it's okay"
1458,66026,Dịu mát rất là OK.,dịu mát rất là ok.,dịu mát rất là ok.,Very cool and ok.
1459,66026,"Mình xài em này hơn 2 lần rồi,em này đỉnh. Da dầu mụn thích hợp ah, ko bị nhờn rít. Da đỏ hay mới nặn mụn xài em này xong bao thích, mau lành da. Ko kích ứng hay gây mụn gì đâu","mình xài em này hơn 2 lần rồi,em này đỉnh. da dầu mụn thích hợp ah, ko bị nhờn rít. da đỏ hay mới nặn mụn xài em này xong bao thích, mau lành da. ko kích ứng hay gây mụn gì đâu","mình xài em này hơn 2 lần rồi,em này đỉnh. da dầu mụn thích hợp ah, không bị nhờn rít. da đỏ hay mới nặn mụn xài em này xong bao thích, mau lành da. không kích ứng hay gây mụn gì đâu","I have used this product more than 2 times, this product is great. Suitable for oily and acne-prone skin, not greasy. If you have red skin or have just popped a pimple, you will love using this product and your skin will heal quickly. Doesn't irritate or cause acne"
1460,66026,"Sản phẩm sài rất thích, mình nghĩ bạn nào da dầu nên bôi lượng vừa phải thôi chớ mình sài hơi nhiều sáng dậy mặt dầu với nhớt lắm. Bôi lên da cảm thấy thích lắm, sáng dậy da mướt hơn hẳn","sản phẩm sài rất thích, mình nghĩ bạn nào da dầu nên bôi lượng vừa phải thôi chớ mình sài hơi nhiều sáng dậy mặt dầu với nhớt lắm. bôi lên da cảm thấy thích lắm, sáng dậy da mướt hơn hẳn","sản phẩm xài rất thích, mình nghĩ bạn nào da dầu nên bôi lượng vừa phải thôi chớ mình xài hơi nhiều sáng dậy mặt dầu với nhớt lắm. bôi lên da cảm thấy thích lắm, sáng dậy da mướt hơn hẳn","The product is very pleasant to use. I think if you have oily skin, you should apply a moderate amount, otherwise when you use too much, your face will be very oily and greasy in the morning. I feel great when I apply it on my skin. When I wake up, my skin feels much smoother"
1461,66026,"Mình da dầu, xài rất thích, ko bị rít, dưỡng ẩm rất tốt","mình da dầu, xài rất thích, ko bị rít, dưỡng ẩm rất tốt","mình da dầu, xài rất thích, không bị rít, dưỡng ẩm rất tốt","I have oily skin, I really enjoy using it, it doesn't feel greasy, it moisturizes very well"
1462,66026,"Mình mua chai 60ml, điều mình thích nhất kem thẩm thấu nhanh, không gây nặng mặt như những kem dưỡng khác mình đã sử dụng. Kem dưỡng có màu xanh đẹp măt, lúc thoa lên mặt sẽ cảm giác mát mát. Mình mới sử dụng 2 ngày nhưng độ cấp ẩm, kiềm dầu miễn chê. Sẽ sử dụng sản phẩm này tiếp.","mình mua chai 60ml, điều mình thích nhất kem thẩm thấu nhanh, không gây nặng mặt như những kem dưỡng khác mình đã sử dụng. kem dưỡng có màu xanh đẹp măt, lúc thoa lên mặt sẽ cảm giác mát mát. mình mới sử dụng 2 ngày nhưng độ cấp ẩm, kiềm dầu miễn chê. sẽ sử dụng sản phẩm này tiếp.","mình mua chai 60ml, điều mình thích nhất kem thẩm thấu nhanh, không gây nặng mặt như những kem dưỡng khác mình đã sử dụng. kem dưỡng có màu xanh đẹp măt, lúc thoa lên mặt sẽ cảm giác mát mát. mình mới sử dụng 2 ngày nhưng độ cấp ẩm, kiềm dầu miễn chê. sẽ sử dụng sản phẩm này tiếp.",I bought the 60ml bottle. What I like most is that the cream absorbs quickly and doesn't make my face heavy like other creams I've used. The cream has a beautiful green color and feels cool when applied to the face. I've only used it for 2 days but the moisture level and oil control are impeccable. Will use this product again.
1463,66026,"Mới mua do dịch nên shop giao hàng khá lâu gần 2 tuần, thấm khá nhanh","mới mua do dịch nên shop giao hàng khá lâu gần 2 tuần, thấm khá nhanh","mới mua do dịch nên shop giao hàng khá lâu gần 2 tuần, thấm khá nhanh","I just bought it due to the epidemic so the delivery took quite a while, almost 2 weeks, it absorbed quite quickly"
1464,66026,"mình da dầu mụn xài thấy cx bình thường, thoa lên xong da nó cứ bóng bóng, ko biết là da tiết dầu hay kem tạo lớp màng nữa ( tui thấy khá khó chịu), còn khả năng làm dịu và phục hồi thì phải xài lâu ms biết được","mình da dầu mụn xài thấy cx bình thường, thoa lên xong da nó cứ bóng bóng, ko biết là da tiết dầu hay kem tạo lớp màng nữa ( tui thấy khá khó chịu), còn khả năng làm dịu và phục hồi thì phải xài lâu ms biết được","mình da dầu mụn xài thấy cũng bình thường, thoa lên xong da nó cứ bóng bóng, không biết là da tiết dầu hay kem tạo lớp màng nữa ( tui thấy khá khó chịu), còn khả năng làm dịu và phục hồi thì phải xài lâu mới biết được","I have oily and acne-prone skin and found it to be normal. After applying it, my skin felt shiny and shiny. I don't know if it was the skin secreting oil or the cream creating a film (I found it quite uncomfortable), and for its ability to soothe and restore, I must use it. long time to know"
1465,66026,"mình da dầu mụn dùng thấy rất ok, sử dụng một thời gian rồi mới đánh giá, nên mua nhé mọi người.","mình da dầu mụn dùng thấy rất ok, sử dụng một thời gian rồi mới đánh giá, nên mua nhé mọi người.","mình da dầu mụn dùng thấy rất ok, sử dụng một thời gian rồi mới đánh giá, nên mua nhé mọi người.","I have oily, acne-prone skin and found it very good. I used it for a while before commenting. I recommend buying it, everyone."
1466,66026,Mua hủ nhỏ xài quá oke nên mua tuýp to hơn. Dưỡng ẩm sáng ra mềm da lắm,mua hủ nhỏ xài quá oke nên mua tuýp to hơn. dưỡng ẩm sáng ra mềm da lắm,mua hủ nhỏ xài quá oke nên mua tuýp to hơn. dưỡng ẩm sáng ra mềm da lắm,"I bought a small tube and it worked fine so I bought a larger tube. Moisturizes, brightens and softens skin"
1467,66026,Chất đặt dùng rất hợp cho da khô e này thiên về ẩm thì nhiều còn về mặt trị mụn thì k đâu.,chất đặt dùng rất hợp cho da khô e này thiên về ẩm thì nhiều còn về mặt trị mụn thì k đâu.,chất đặt dùng rất hợp cho da khô e này thiên về ẩm thì nhiều còn về mặt trị mụn thì không đâu.,"This substance is very suitable for dry skin, it's more moisturizing but not so much for acne treatment."
1468,66026,"Kem xài dưỡng ẩm tốt, chất kem thấm nhanh Dùng cực thích","kem xài dưỡng ẩm tốt, chất kem thấm nhanh dùng cực thích","kem xài dưỡng ẩm tốt, chất kem thấm nhanh dùng cực thích","The cream is a good moisturizer, the cream absorbs quickly and is very enjoyable to use"
1469,66026,em này dạng gel đặc nhưng thấm khá nhanh da dầu thì nên dùng ít thôi ạ,em này dạng gel đặc nhưng thấm khá nhanh da dầu thì nên dùng ít thôi ạ,em này dạng gel đặc nhưng thấm khá nhanh da dầu thì nên dùng ít thôi ạ,This product is a thick gel but absorbs quite quickly for oily skin so you should use it sparingly
1470,66026,mình thuộc da dầu nhiều mụn. chất kem em này nhìn thì đặc nhưng thấm rất nhanh.mình dùng retinol kèm em này dưỡng ẩm phục hồi rất tốt. rất đáng để mua lại.,mình thuộc da dầu nhiều mụn. chất kem em này nhìn thì đặc nhưng thấm rất nhanh.mình dùng retinol kèm em này dưỡng ẩm phục hồi rất tốt. rất đáng để mua lại.,mình thuộc da dầu nhiều mụn. chất kem em này nhìn thì đặc nhưng thấm rất nhanh.mình dùng retinol kèm em này dưỡng ẩm phục hồi rất tốt. rất đáng để mua lại.,I have oily skin with lots of acne. This cream looks thick but absorbs very quickly. I use retinol with this product to moisturize and restore very well. Well worth repurchasing.
1471,66026,"Da m là da dầu, sài được 1 tháng thấy mụn lên quá trời, Chắc k hợp hoặc bị kích ứng bởi cồn","da m là da dầu, sài được 1 tháng thấy mụn lên quá trời, chắc k hợp hoặc bị kích ứng bởi cồn","da mình là da dầu, xài được 1 tháng thấy mụn lên quá trời, chắc không hợp hoặc bị kích ứng bởi cồn","My skin is oily, after using it for 1 month, I noticed a lot of acne, probably not suitable or irritated by alcohol"
1472,66026,"Chất kem đặc nhưng mau thấm, không nhờn bóng. Da mình dầu mụn, dùng rất thích.","chất kem đặc nhưng mau thấm, không nhờn bóng. da mình dầu mụn, dùng rất thích.","chất kem đặc nhưng mau thấm, không nhờn bóng. da mình dầu mụn, dùng rất thích.","The cream is thick but absorbs quickly, not greasy. My skin is oily and acne-prone, I really enjoy using it."
1473,66026,"Đó giờ mua hàng rất lười đánh giá, nhưng lần này thật sự hài lòng về Hasaki, đóng gói cẩn thận, giao hàng nhanh, mỹ phẩm thì chính hãng 100% rồi nên ko cần quảng cáo","đó giờ mua hàng rất lười đánh giá, nhưng lần này thật sự hài lòng về hasaki, đóng gói cẩn thận, giao hàng nhanh, mỹ phẩm thì chính hãng 100% rồi nên ko cần quảng cáo","đó giờ mua hàng rất lười đánh giá, nhưng lần này thật sự hài lòng về hasaki, đóng gói cẩn thận, giao hàng nhanh, mỹ phẩm thì chính hãng 100% rồi nên không cần quảng cáo","I'm too lazy to rate this time of purchase, but this time I'm really satisfied with Hasaki, carefully packaged, fast delivery, cosmetics are 100% genuine so no need to advertise."
1474,66026,"dưỡng ẩm khá tốt, sáng dậy da mềm mịn, mình xài đc nửa chai thấy sáng lên được chút nè","dưỡng ẩm khá tốt, sáng dậy da mềm mịn, mình xài đc nửa chai thấy sáng lên được chút nè","dưỡng ẩm khá tốt, sáng dậy da mềm mịn, mình xài được nửa chai thấy sáng lên được chút nè","Moisturizes quite well, when I wake up in the morning my skin is soft and smooth. I used half a bottle and saw it brighten up a bit"
1475,66026,"Da em không mụn nhưng cũng không láng mịn lắm. Xem review người ta khen quá trời, mình dùng em này nó gọi là cực đỉnh mn ạ. Chân ái của tuii❤️❤️❤️","da em không mụn nhưng cũng không láng mịn lắm. xem review người ta khen quá trời, mình dùng em này nó gọi là cực đỉnh mn ạ. chân ái của tuii❤️❤️❤️","da em không mụn nhưng cũng không láng mịn lắm. xem review người ta khen quá trời, mình dùng em này nó gọi là cực đỉnh mọi người ạ. chân ái của tuii❤️❤️❤️","My skin doesn't have acne but it's not very smooth either. Looking at the reviews, people praise it so much. I use this product and it's called the best, everyone. My true love❤️❤️❤️"
