,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/nuoc-tay-trang-nivea-sach-sau-ngan-ngua-mun-200ml-28140.html,"['28140', '11163', '102507', '92709', '3438', '28146', '3257', '92711', '92707', '7943']",28140,Nguyễn Thị Mỹ Nhi,Nước tẩy trang tốt. Không gây rát gia. Tẩy trang sạch giá còn phải chăng,"Nước Tẩy Trang Nivea Energy Dưỡng Sáng, Mờ Thâm 400ml Đã mua hàng online",20: 58 | 13/09/2023,5.0
251,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,thien nga trang,"mùi thơm dễ chịu, finnish lấp lánh nhẹ, up tone nhẹ nhàng. dùng em này đi nắng vẫn thấy da khỏe và không bị sạm da",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),18: 01 | 24/10/2022,5.0
252,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hebe Phạm,"Cái KCN này thì không nâng tone nhg ưu điểm là bôi nhanh thấm, mình hay dùng làm lót trang điểm, mướt & ko bị cakey",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),17: 58 | 24/10/2022,5.0
253,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nguyễn Ngọc Trâm Anh,"Mình có dùng qua, thấy rất ổn áp ban đầu bôi lên mùi hơi nồng nhưng 1 xíu là hết à. Bôi này xong đánh nền lên okay lắm, mướt á.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam) Đã mua hàng online,14: 35 | 21/10/2022,5.0
254,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,minh,Mua mấy lần ở shop r nhưng lần này kcn nghe mùi cồn nồng lắm,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,10: 55 | 20/10/2022,2.0
255,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Trịnh Hoa,"Mình mua rất nhiều lần kem chống nắng ở sh rồi, mà đợt này kcn nghe mùi cồn nồng kinh khủng omg",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),11: 00 | 18/10/2022,3.0
256,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,nguyễn thảo,mua đợt này nghe mùi cồn kinh khủng,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,19: 11 | 14/10/2022,1.0
257,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Thúy Diễm Khưu,"mình dùng loại này rất nhiều rồi, nhưng lần này rất nồng mùi cồn ko giống các lần trước mình dùng, còn bị vón bếch trên da nữa",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,16: 25 | 14/10/2022,1.0
258,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Trân Trân,Nhờ shop kiểm tra hàng lại em đã mua nhiều lần hàng rất tốt nhưng lần này kem chống nắng mùi rất nồng,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,15: 28 | 12/10/2022,1.0
259,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Vi Hồng Hạnh,mua mấy lần đều rất ưng. riêng lần này mua mùi nồng kinh khủng. ko dùng đc,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,23: 22 | 05/10/2022,1.0
260,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Anh,"Thích loại này sau khi dùng ké của nhỏ bạn. xài ok mà ko mụn ko bí da trộm vía, nâng tông cũng ổn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),14: 44 | 26/10/2022,5.0
261,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Mai Tran,"Chai này dùng ko thấy nâng tông da như Lavender, mà được cái có nhiều nhũ nên nhìn da sáng, thích nha vì mình ko thích da bị trắng",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),13: 07 | 26/10/2022,5.0
262,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nguyem Khiem,"Mẫu mới này có màu như lớp kem nền vậy đó, nên t dùng thay kem nền luôn. Dùng qua mấy màu rồi màu tím vẫn là chân ái nha.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),11: 16 | 26/10/2022,5.0
263,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Pham Nana,"Thích cái này sau khi xài thử ở cửa hàng, mua tới tuýp thứ ba rồi. HSK khuyến mãi nhiều mà giao hàng nhanh nữa, mãi ưng.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),23: 11 | 25/10/2022,5.0
264,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hd Eh,"dịch vụ tốt, tư vấn nice, giá cũng tốt hơn các nơi khác. kcn này mình quen xài rồi, mua nhiều nơi thì hasaki giá vẫn ok nhất lại giao nhanh",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),22: 52 | 25/10/2022,5.0
265,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Huyen Napy,"tui da khô dùng kcn dạng sữa thì khô da quá nên chuyển sang dòng tinh chất này,thấy êm hơn hẳn. Ưng cái lớp finish của kcn này nha,nó làm da trông sáng mịn với hơi lấp lánh nhìn thích lắm.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),18: 04 | 25/10/2022,5.0
266,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,An Phan,"đi mua đồ nv tư vấn nhiệt tình ghê, chốt đơn chai này về dùng thử xem sao, đầu tiên là thấy bôi lên da mau thấm, ko gây khô hay bết dính, nâng tông thì cũng ổn đó. Có vẻ không kích ứng da vì xài mấy lần chưa thấy sao",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),10: 39 | 25/10/2022,5.0
267,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hang Minh,"THÀNH PHẦN KHÔNG CHỨA CỒN , MÀ ĐỢT NÀY MUA Ở SHOP TOÀN MÙI CỒN, RẤT NỒNG NHA",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,09: 57 | 25/10/2022,1.0
268,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bj Nguyen,"kcn này mau thấm, spf50 mà còn thêm nâng tông da nữa, với giá này thêm KM từ Hasaki thì không thể đòi hỏi gì hơn.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,20: 49 | 24/10/2022,5.0
269,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Anh,"Cái chai màu tím xinh xỉu mà cái vỏ nó dễ xước quá dị, có nâng tone ok đó, mà giữ tầm 3-4 tiếng thôi, Ai muốn giữ cả ngày không xuống tông thì thêm cushion là bao đẹp nha. Xài tới chai thứ 2 rồi vẫn ưng.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),19: 33 | 24/10/2022,5.0
270,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Mia Anh,"Chất kem như kem nền, dùng thấy nhũ lấp lánh nữa, trộm vía qua chai 2 không lên mụn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),16: 33 | 20/11/2022,5.0
271,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bj Nguyen,"Thấm nhanh , không gây khô da, mình dùng thay lớp kem nền luôn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,14: 06 | 19/11/2022,5.0
272,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Zy Zy,"kiềm dầu tốt, không trắng bệt như các loại kem chống nắng khác, mùi thơm dịu nhẹ thoang thoảng. mn ai chưa mua thì nên thử 1 lần nhé",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng) Đã mua hàng online,14: 04 | 19/11/2022,5.0
273,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Tran,"Thấy mấy bạn nhân viên tư vấn màu này dành cho da mụn đỏ, để mua về dùng thử rồi đánh giá sau",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),14: 01 | 19/11/2022,5.0
274,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nam Nguyen,"thấm nhanh nhưng chỉ nâng có nửa tông da à, được cái có nhũ ra nắng da rất xinh nha",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),22: 49 | 14/11/2022,5.0
275,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,An Ly,"mua ở đây giá rẻ hơn siêu thị, kcn nâng tông nhẹ xài rất ưng",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),21: 41 | 14/11/2022,5.0
276,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Mai Chi,"Ố là la, dùng chai này thấy nâng tông nhẹ nhàng tự nhiên, thích hợp cho mấy bà đi học nè",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),21: 37 | 14/11/2022,5.0
277,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hoàng Oanh,Lần truóc dùng ổn lắm mà lần này mùi cồn nồng nặc lun á,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng) Đã mua hàng online,10: 11 | 12/11/2022,4.0
278,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Xanh Tịnh,"Mua vì thấy bao bì đẹp và nhiều người review, để dùng thử rồi quay lại đánh giá sau",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),11: 50 | 27/10/2022,5.0
279,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bảo Bảo,"Tui da khô nên dùng cái tuýp tinh chất này thấy cấp ẩm khá ok, ko khô da nữa mà có lớp nền nâng 1 tông tự nhiên.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),22: 53 | 26/10/2022,5.0
280,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Le,"Khá là ưng em này, dưỡng ẩm khá tốt, nâng tone nhẹ, mùi dịu nhẹ, dùng khá là mềm da :vvv",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),10: 13 | 21/11/2022,5.0
281,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hong Tam,"Bữa thấy hasaki khuyến mãi nên mua dùng thử, khá ưng vì chất kem mỏng nhẹ, nâng tông nhẹ nhàng tự nhiên",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),10: 11 | 21/11/2022,5.0
282,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bình An,"sản phẩm xài tốt. mình xài tới tuýp thứ 2 rồi, nâng tone, hợp với học sinh giá cũng ổn không bị bết. Giao hàng nhanh",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),18: 08 | 20/11/2022,5.0
283,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nguyễn Hồng Nhuỵ,"Chai màu hồng này hợp da mình, dùng cả ngày không thấy bị xỉn da. Trộm vía không gây mụn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),18: 03 | 20/11/2022,5.0
284,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Lan Tieu,"dùng chai này là chai thứ 4 rùi, ai da trắng muốn da hồng hào thì dùng chai này ổn áp.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),17: 30 | 20/11/2022,5.0
285,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nhi Huan,"Chỉ số chống nắng ổn áp, nâng tông nhẹ nhàng",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),17: 29 | 20/11/2022,5.0
286,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Nhi Huan,"Mua lần thứ 2 em chống nắng này rồi ,giá bình dân ,dễ tán nâng toner nhẹ thôi nhưng tự nhiên rất đáng mua nha",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),17: 14 | 20/11/2022,5.0
287,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Viem Tieu,"Giao nhanh, tư vấn nhiệt tình",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),17: 12 | 20/11/2022,5.0
288,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Viem Tieu,kem chống nắng dùng ok nha mn. coi chị hà linh review á da tui da kiểu hh thiên khô dùng ổn. Ai mẫn cảm quá với mùi hương thì cân nhắc nha,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),16: 47 | 20/11/2022,5.0
289,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hang Mach,"Tư vấn nhiệt tình, nâng tông da nhẹ. chống nắng tốt, đi chơi đi học không cảm thấy da bị sạm đi nhiều.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),16: 41 | 20/11/2022,5.0
290,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Linh Chi,loại này lành tính lắm neen k hề kén da đâu. bà nào da nhạy cảm như t cứ mạnh dạng test thử nhá. kem lên da không có vệt trắng hay vón cục gì cả.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,14: 49 | 24/11/2022,5.0
291,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Huệ Minh Lan,Nv tư vấn dui dẻ nhiệt tình lắm nha. em sunplay này mình dùng cũng lâu nay quen da rồi nên không đổi loại nào khác.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,14: 25 | 23/11/2022,5.0
292,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Emily Trần,"Chân ái cho ai da khô nên dùng kcn dạng tinh chất này nhé, cấp ẩm tốt cho da nhưng không bị bết dính đâu. tui thích nhất loại màu tím này, màu xinh mà nâng tone cũng ổn áp",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),13: 04 | 23/11/2022,5.0
293,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hieu Le,"dùng thử khá nhiều loại kcn từ hàn sang âu nhưng best nhất vẫn cứ là em này. hợp với da mình nhất. thấm nhanh mà không gây bết, dùng từ mùa nắng qua mùa mưa vẫn cứ là okela.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),22: 09 | 22/11/2022,5.0
294,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Chương Huỳnh My,"SPF 50+ /PA++++ nên chống nắng đỉnh. giao hàng cực nhanh. kcn tone up thì mình cũng mấy năm nay quen rồi, hàng chính hãng nên dùng yên tâm",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),21: 24 | 22/11/2022,5.0
295,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bảo Giang,"Mua hàng ở hasakii giá ổn áp hơn siêu thị, kem nâng tone nhẹ nên bạn nào muốn che khuyến điểm thì dùng thêm cushion nữa là ok nhé. Đóng gói cẩn thận, shiper vui vẻ nhiệt tình",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),20: 44 | 22/11/2022,5.0
296,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Bảo Giang,"Mùi hoa hồng rất thơm, thấm nhanh, tiệp vào da, lớp nền cuối cùng là lỳ + bóng. Sản phẩm này không nâng tông và để lại lớp nền trắng hồng như loại Tone up essence màu hồng + xanh dương đậm. Không gây mụn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),10: 30 | 21/11/2022,5.0
297,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Diệu Oanh,"Lần thứ hai mua hàng ở shop rồi ạ. Rất tin tưởng. Kem chống nắng mỏng nhẹ, trắng hồng tự nhiên, thấm vào da rất nhanh ko nghĩ mk bôi kem chống nắng luôn thoải mái lắm . Nên mua h chỉ mua hàg của shop thôi",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),10: 18 | 21/11/2022,5.0
298,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Ngọc Vi,"Kem nhanh tan,nhanh khô.chất kem k bị bết,kem thơm.kem k nâng tone nhiều đối vs da của t,ai da hơi ngăm sẽ thấy hiệu quả nâng tone rõ hơn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),10: 17 | 21/11/2022,5.0
299,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hoàng Nhi,"Kem chống nắng chất k lỏng quá, lên da bật tone một tí, làm kem lót trang điểm rất là ok. Bạn nào da khô cần ẩm thì xài cũng được luôn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),10: 16 | 21/11/2022,5.0
300,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Thanh Thanh An,"Da mình dễ nổi mụn mà nghe review em này cũng nhiều nên mình mua thử. Giá mềm, k bí da, k lên tông, mùi dễ chịu. Nói chung ok. Mình ngồi văn phòng nên dùng ngày có lần 1 à. Xài đc 1,5 tháng rồi mà thấy còn cũng khá nhiều á",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam) Đã mua hàng online,22: 08 | 26/11/2022,5.0
301,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Minh,"em kcn này thoa xong thấy da hơi óng ánh thích cực. có lên tone nhẹ à, hông nhiều quá ai còn đi học thì recommended mấy em tone up này nhé giá ổn xài hàng ngày",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),17: 30 | 26/11/2022,5.0
302,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Linda Trần 93,dùng kcn mn nhớ tẩy trang kĩ là không lo lên mụn đâu nhé. mình dùng tone up này mấy năm nay da rất ổn luôn. chống nắng kĩ nên da mình nâng tone tự nhiên luôn ạ.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),16: 39 | 26/11/2022,5.0
303,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Hoang Huong,"trộm vía t dùng sang chai thứ 2 rồi k bị mụn hay bí da. kcn này chất hông quá lỏng, nâng tone da nhẹ nhàng, phù hợp làm lớp lót để trang điểm luôn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh),10: 33 | 26/11/2022,5.0
304,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Minh Anh k5,"Thích loại này sau khi dùng ké của nhỏ bạn. xài ok mà ko mụn ko bí da trộm vía, nâng tông cũng ổn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),09: 22 | 26/11/2022,5.0
305,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,hoàng yến,Loại này có mùi hoa hồng rất thơm. lên da năng tone nhẹ kiểu ửng hồng ý cưng lắm.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),23: 41 | 25/11/2022,5.0
306,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Sao Vang 98,"u30 rồi mà vẫn mê em này mấy năm nay. dùng thấy da ửng hồng, lấp lánh nhẹ rất tự nhiên. Chống nắng tốt với dân văn phòng như mình",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng) Đã mua hàng online,21: 30 | 24/11/2022,5.0
307,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Dieu Dinh,"Mình da nhạy cảm nên dùng thử nhiều loại vẫn phải quay về với em này. K nâng tone mấy nhưng chống nắng thì ổn áp, đi học đi làm ko bị sạm đen. em này giá hssv này phù hợp vs nhiều đối tượng",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,20: 36 | 24/11/2022,5.0
308,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Selina Hạnh,"Thấy bạn bè rì viu em này nhiệt tình quá nên mua thử 1 chai dùng dính tới giờ :)). Mình thích kiểu nhẹ nhàng chứ k ưng mấy loại nâng tông lắm, em này chống nắng khá ổn cho dân văn phòng như mình.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng) Đã mua hàng online,18: 59 | 24/11/2022,5.0
309,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Châu Đỗ,Package mấy em này cứ xinh xinh kiểu gì ấy. nâng tone da thì tui k đánh giá cao nhưng về độ chống nắng mà làm dịu da tui rất mê luôn nè.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),16: 18 | 24/11/2022,5.0
310,https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-cam-100855.html,"['87613', '93673', '100855', '74010']",100855,Thiên Ân,"Mình đang dùng kcn này thấy ổn á, kiềm dầu tốt, nâng tông, không cần trang điểm thêm, đi nắng nhiều cũng không thấy bị sạm da",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng),21: 49 | 30/11/2022,5.0
